date,mkt_rf
2022-08-02,0.008569670804137263
2022-08-03,-0.004507259610385251
2022-08-04,-0.006844090735037134
2022-08-05,0.00020015709708940343
2022-08-08,-0.0007417038914883328
2022-08-09,0.0053612566110060374
2022-08-10,-0.011807511340782418
2022-08-11,-0.007496942163220855
2022-08-12,-0.007778602474964336
2022-08-15,0.00032248215831174264
2022-08-16,0.006347685590357565
2022-08-17,-0.002867386606464928
2022-08-18,0.010979031047278464
2022-08-19,-0.014017796847909625
2022-08-22,0.006891016471730049
2022-08-23,0.006182712853650773
2022-08-24,0.01429597945683434
2022-08-25,0.003960184508587794
2022-08-26,-0.0016222497598882507
2022-08-29,0.0017065148944067404
2022-08-30,-0.004480634439228326
2022-08-31,-0.006881267756228682
2022-09-01,-0.0032289025002043784
2022-09-02,0.0013472967111919137
2022-09-05,0.0064180191405939
2022-09-06,-0.00564439175103284
2022-09-07,0.0010072200263785186
2022-09-08,0.008463684775149893
2022-09-09,-0.012207026613261918
2022-09-12,0.00042771780153780747
2022-09-13,-0.002232495917757449
2022-09-14,-0.009352191583767789
2022-09-15,-0.016687049992384708
2022-09-16,-0.0024071369276930325
2022-09-19,0.0040462801230936925
2022-09-20,-0.014849979074340958
2022-09-21,0.00024050081109447895
2022-09-22,0.0056387528083171375
2022-09-23,-0.002585739979755886
2022-09-26,-0.0005563933914443325
2022-09-27,-0.01354475266525359
2022-09-28,0.007123117713038729
2022-09-29,-0.0005355216373276411
2022-09-30,0.011714157449255502
2022-10-03,0.006243468999568158
2022-10-04,0.00504619620311062
2022-10-05,0.003937477577653592
2022-10-06,-0.006255127882547807
2022-10-07,-0.005139775108760092
2022-10-10,0.010362814438042411
2022-10-11,-0.00020481590543843854
2022-10-12,-0.013483597726313934
2022-10-13,-0.008945225574809612
2022-10-14,-0.012446695494068094
2022-10-17,-0.0018919669079115137
2022-10-18,0.007380610376925256
2022-10-19,-0.01451080374826721
2022-10-20,-0.012133435761657286
2022-10-21,-0.004691558209002933
2022-10-24,0.01179717237287634
2022-10-25,0.006121482276308132
2022-10-26,0.01050597379537086
2022-10-27,0.01900570939917876
2022-10-28,0.00896467666733689
2022-10-31,0.0021417341091683802
2022-11-01,0.0026871888050064904
2022-11-02,0.0005738342478668107
2022-11-03,-0.007957479721947625
2022-11-04,0.015446146439390329
2022-11-07,-0.0011119319826123025
2022-11-08,0.0192419843833139
2022-11-09,0.0019582200391313528
2022-11-10,0.0010643202782053324
2022-11-11,0.00108507314139703
2022-11-14,0.007539021705719273
2022-11-15,-0.0023381074982516074
2022-11-16,0.003702060003022733
2022-11-17,0.0004565211596335489
2022-11-18,-0.001959626745102217
2022-11-21,0.0008313598903431968
2022-11-22,-0.0008622404355155494
2022-11-23,0.0037788109494131025
2022-11-24,0.005757232379836363
2022-11-25,-0.0054081624875597315
2022-11-28,-0.0003558449265520741
2022-11-29,-0.004188586108674697
2022-11-30,0.007471890283754367
2022-12-01,0.004140333955431652
2022-12-02,0.0037308448822717995
2022-12-05,0.004408534108355155
2022-12-06,0.01363136799750917
2022-12-07,0.003050620315341623
2022-12-08,-0.0018052693166204176
2022-12-09,0.005466339845642798
2022-12-12,0.005922206407274011
2022-12-13,-0.014015908428651436
2022-12-14,0.009323112032332137
2022-12-15,0.0018507623198801054
2022-12-16,0.004063932102499201
2022-12-19,0.0016493460464780168
2022-12-20,0.00021901986604420053
2022-12-21,-0.0030536982320127585
2022-12-22,-0.005755136868365285
2022-12-23,-0.008325246370419337
2022-12-26,-0.003379988422005731
2022-12-27,0.0012109259422124813
2022-12-28,0.014117242892755932
2022-12-29,-0.0016758770817420171
2022-12-30,0.005496733454663704
2023-01-02,-0.0005993048140201746
2023-01-03,0.0005340003852379643
2023-01-04,-0.003829982835199997
2023-01-05,-0.005717276197744226
2023-01-06,0.008733949382809891
2023-01-09,0.012307412999841593
2023-01-10,0.0019556938965042733
2023-01-11,0.0027577261466585675
2023-01-12,0.0009344291497125118
2023-01-13,0.005280159292459263
2023-01-16,-0.0014290772585678019
2023-01-17,0.007760482198192564
2023-01-18,-0.000932143776004058
2023-01-19,-0.016476055050085005
2023-01-20,0.012929493192615027
2023-01-23,0.010368658894214544
2023-01-24,-0.003799971856245499
2023-01-25,0.0027445412786101017
2023-01-26,0.008181674479438161
2023-01-27,0.0002829453503408791
2023-01-30,0.005620742446823179
2023-01-31,-0.0005977362081036836
2023-02-01,-0.013931821650544319
2023-02-02,0.008929001602765973
2023-02-03,0.006740906691594084
2023-02-06,-0.005138542672442537
2023-02-07,-0.005664120386396432
2023-02-08,0.0007470852466787464
2023-02-09,0.020536669275869366
2023-02-10,0.000530979366526329
2023-02-13,-0.0038213449602753306
2023-02-14,0.0016990246248077317
2023-02-15,-0.0014804171828727514
2023-02-16,0.003436321715644652
2023-02-17,0.009229581048217339
2023-02-20,-0.0012311920056316211
2023-02-21,-0.01015283163422811
2023-02-22,0.004908558174557242
2023-02-23,0.009767577722698517
2023-02-24,-0.006160858898010347
2023-02-27,-0.0010185697641157626
2023-02-28,0.010598636741813916
2023-03-01,-0.001726203207972588
2023-03-02,-0.0021355267990486263
2023-03-03,-0.007025332392739747
2023-03-06,0.005784377390897299
2023-03-07,0.005398343041890996
2023-03-08,0.009090623545354814
2023-03-09,0.0031459023704093255
2023-03-10,-0.0020545515608440205
2023-03-13,-0.002921433891607062
2023-03-14,-0.002005775048848491
2023-03-15,0.008245116953084696
2023-03-16,-0.00035001065232678264
2023-03-17,-0.001898404459564485
2023-03-20,-0.0065166309564918205
2023-03-21,0.0009395259046161891
2023-03-22,-0.012364640394635829
2023-03-23,0.010288135204422266
2023-03-24,0.0004005739012905346
2023-03-27,0.0009980773602301424
2023-03-28,-0.010171910498628778
2023-03-29,0.007388259798364194
2023-03-30,-0.013961914994274927
2023-03-31,-0.0126868234885126
2023-04-03,-0.0019825795104546854
2023-04-04,-0.006077011319991188
2023-04-05,-0.002216333459764375
2023-04-06,-0.00888710861318156
2023-04-07,0.009050390415271314
2023-04-10,0.011707875012742707
2023-04-11,-0.000633339601645489
2023-04-12,-0.003957655322223719
2023-04-13,0.00931523470373805
2023-04-14,0.0033826840295231083
2023-04-17,-0.01599995267717649
2023-04-18,-0.0034059804419415366
2023-04-19,0.009194748335870617
2023-04-20,0.012236635600919232
2023-04-21,0.010167986614337243
2023-04-24,0.0009448955053493518
2023-04-25,-6.227615164791146e-05
2023-04-26,0.005603117606076324
2023-04-27,0.001129521459975002
2023-04-28,-2.435454147011796e-05
2023-05-01,0.004429356185604005
2023-05-02,0.012224349642968901
2023-05-03,-0.0022163200798701824
2023-05-04,0.0012789977994590357
2023-05-05,0.0009931218841615402
2023-05-08,0.0022940645415770785
2023-05-09,-0.0030381594124125003
2023-05-10,-0.007462996898326879
2023-05-11,0.006457659705756713
2023-05-12,0.0005402139469393491
2023-05-15,-0.007161412770825848
2023-05-16,-0.0067923819435355085
2023-05-17,0.008949475530058182
2023-05-18,0.0006565751651922186
2023-05-19,0.0009591568965204628
2023-05-22,0.011726516710126455
2023-05-23,-0.00017773832431158322
2023-05-24,-0.0013743429464076146
2023-05-25,0.002931054333968097
2023-05-26,0.002249565459382463
2023-05-29,0.00805450865653654
2023-05-30,0.0018546163673343935
2023-05-31,0.00044977279068167896
2023-06-01,0.007800183307427577
2023-06-02,0.002382006937661085
2023-06-05,-0.002875251283811187
2023-06-06,-0.0014995461335328925
2023-06-07,-0.0034092926068183486
2023-06-08,0.003691936307618304
2023-06-09,0.0010895586202111834
2023-06-12,0.0014177148341970364
2023-06-13,-0.004093923848861225
2023-06-14,0.0018993778756109852
2023-06-15,0.006571029164991282
2023-06-16,0.004303860031812689
2023-06-19,0.005607700438086205
2023-06-20,0.0009952048627831272
2023-06-21,0.0008137872971130994
2023-06-22,0.009736460987469364
2023-06-23,-0.00878111116931859
2023-06-26,0.006148722063235112
2023-06-27,0.002591446888079085
2023-06-28,0.00577124810716576
2023-06-29,-0.014179677298839644
2023-06-30,-0.007843591263564287
2023-07-03,-0.006799577741983609
2023-07-04,0.010151417672168516
2023-07-05,-0.0017274614887264012
2023-07-06,-0.022821214002064407
2023-07-07,-0.00536917051471888
2023-07-10,0.011041184144483606
2023-07-11,0.0004290466408781496
2023-07-12,-0.005225198679918908
2023-07-13,0.016095615165611397
2023-07-14,-0.014319553933189644
2023-07-17,-0.01877722655536809
2023-07-18,-0.029282302690413233
2023-07-19,0.009060971026684106
2023-07-20,-0.00684285089509098
2023-07-21,0.02295859095138861
2023-07-24,0.004250958765596646
2023-07-25,0.0003664628386187191
2023-07-26,0.016287125098117448
2023-07-27,0.0029958837608073715
2023-07-28,0.01698146742216564
2023-07-31,0.002083435913261855
2023-08-01,0.009402611063884158
2023-08-02,-0.0017848576585874026
2023-08-03,0.003277918438110738
2023-08-04,-0.008007326894198164
2023-08-07,0.010466580187977614
2023-08-08,-0.0025425410742424773
2023-08-09,0.0012143968915402142
2023-08-10,-0.005963995780565634
2023-08-11,-6.922912034004248e-05
2023-08-14,0.009387192899527141
2023-08-15,-0.020737690874079086
2023-08-16,-0.002205548511200162
2023-08-17,-0.0025909139023664544
2023-08-18,-0.01698884991476726
2023-08-21,0.011037571677906843
2023-08-22,0.004196907533744109
2023-08-23,0.010100249392845572
2023-08-24,0.008264594183536067
2023-08-25,0.005064012599929146
2023-08-28,0.0013180197661551757
2023-08-29,0.00024994082137905715
2023-08-30,-0.003124551141466614
2023-08-31,0.016905780742169394
2023-09-01,-0.0018875560418104792
2023-09-04,0.0023402675271973813
2023-09-05,0.0027025314458733792
2023-09-06,-0.0023642497491473072
2023-09-07,0.003805980481848525
2023-09-08,-0.00160893235881523
2023-09-11,0.003848426539213889
2023-09-12,-0.009117169208742748
2023-09-13,0.0002632916887731257
2023-09-14,-0.001986828965379406
2023-09-15,0.008928450051430037
2023-09-18,-0.009199005074959877
2023-09-19,0.0092988046164165
2023-09-20,0.006767567731642199
2023-09-21,-0.001908641428566638
2023-09-22,0.005829467024071588
2023-09-25,0.008019788462812682
2023-09-26,-0.007928508716754124
2023-09-27,0.00418757747820373
2023-09-28,-7.28611720332234e-05
2023-09-29,0.0036879127000467356
2023-10-02,-0.0018009136926128383
2023-10-03,-0.0006899682651912104
2023-10-04,-0.009296123632903686
2023-10-05,0.0020040023001695936
2023-10-06,-0.0005041275486426194
2023-10-09,0.002932622688540531
2023-10-10,0.001459628434587667
2023-10-11,-0.003183816521303418
2023-10-12,-0.019761916970508244
2023-10-13,0.004061775632942721
2023-10-16,-0.0023126297629859852
2023-10-17,0.011933101738252771
2023-10-18,0.02470660116306953
2023-10-19,0.007573553906761931
2023-10-20,0.0041729694247963686
2023-10-23,0.0007941938419554256
2023-10-24,-0.0032650988924287864
2023-10-25,0.00032706570984584126
2023-10-26,-0.006588872394605283
2023-10-27,-0.012967432403210877
2023-10-30,0.003938704935331749
2023-10-31,0.0034966993376436047
2023-11-01,0.00018019582063364347
2023-11-02,0.005209469629253149
2023-11-03,0.0029406659302509738
2023-11-06,0.0032334436510826677
2023-11-07,0.005062735472609469
2023-11-08,-0.003188995990904631
2023-11-09,0.006053696080218973
2023-11-10,0.001633479810251392
2023-11-13,0.0003051236317631373
2023-11-14,0.0060507867366899944
2023-11-15,-0.0018043350406267372
2023-11-16,0.0017368501262951858
2023-11-17,-0.0053082970644139586
2023-11-20,-0.0032678858809836123
2023-11-21,0.007571950130034288
2023-11-22,-0.005311467648694857
2023-11-23,-0.0003571186291919887
2023-11-24,0.004111211274806825
2023-11-27,-0.004278896047738923
2023-11-28,-0.02996203572438241
2023-11-29,-0.00046605582829697457
2023-11-30,0.011852432956095704
2023-12-01,0.005829579652681804
2023-12-04,0.010956279522681056
2023-12-05,-9.207959500403596e-05
2023-12-06,-0.010685428605362058
2023-12-07,-0.01157029066856199
