date,ticker,close,volume
2022-02-08,DELTA,119.6233,8406200
2022-02-08,EPSILON,160.9237,42483800
2022-02-08,ZETA,172.7974,22518000
2022-02-08,ETA,150.2494,452197000
2022-02-08,THETA,107.9332,186188100
2022-02-09,ALPHA,122.6991,83322600
2022-02-09,BETA,114.0835,119501300
2022-02-09,GAMMA,124.7983,49010200
2022-02-09,DELTA,125.1337,10447900
2022-02-09,EPSILON,165.7325,47080700
2022-02-09,ZETA,174.6163,50841400
2022-02-09,ETA,157.9724,664150000
2022-02-09,THETA,109.2489,186010300
2022-02-10,ALPHA,120.5332,64120100
2022-02-10,BETA,113.7296,75878300
2022-02-10,GAMMA,122.2806,94743500
2022-02-10,DELTA,115.5196,6958000
2022-02-10,EPSILON,158.649,36139100
2022-02-10,ZETA,178.5911,54686000
2022-02-10,ETA,158.2003,559651000
2022-02-10,THETA,108.4808,180673600
2022-02-11,ALPHA,119.7001,56007100
2022-02-11,BETA,112.4035,64622500
2022-02-11,GAMMA,120.0684,119455000
2022-02-11,DELTA,110.4511,6443100
2022-02-11,EPSILON,153.8834,37118800
2022-02-11,ZETA,183.9411,42375100
2022-02-11,ETA,159.1408,523876000
2022-02-11,THETA,106.7924,215431400
2022-02-14,ALPHA,119.9941,57450700
2022-02-14,BETA,112.1818,52740100
2022-02-14,GAMMA,119.2985,54980700
2022-02-14,DELTA,109.9396,6582900
2022-02-14,EPSILON,150.6227,33433600
2022-02-14,ZETA,174.6873,25818500
2022-02-14,ETA,151.5032,550737000
2022-02-14,THETA,107.2639,204754100
2022-02-15,ALPHA,122.2508,62199000
2022-02-15,BETA,115.6867,52841500
2022-02-15,GAMMA,121.6573,50076100
2022-02-15,DELTA,109.986,7134600
2022-02-15,EPSILON,155.1894,31463200
2022-02-15,ZETA,172.691,44630900
2022-02-15,ETA,155.2294,474919000
2022-02-15,THETA,108.4275,172475500
2022-02-16,ALPHA,121.7343,61707600
2022-02-16,BETA,116.0491,56202900
2022-02-16,GAMMA,121.8528,54726100
2022-02-16,DELTA,110.0674,9249400
2022-02-16,EPSILON,155.2327,24034600
2022-02-16,ZETA,185.6534,37047900
2022-02-16,ETA,163.6577,675474000
2022-02-16,THETA,108.9066,216455700
2022-02-17,ALPHA,123.4268,65573800
2022-02-17,BETA,115.1216,47957600
2022-02-17,GAMMA,123.6373,50169000
2022-02-17,DELTA,112.6947,6728300
2022-02-17,EPSILON,153.2261,25308900
2022-02-17,ZETA,190.0807,28922400
2022-02-17,ETA,162.183,420575000
2022-02-17,THETA,109.363,181006400
2022-02-18,ALPHA,122.1395,68167900
2022-02-18,BETA,112.0567,56339200
2022-02-18,GAMMA,119.9584,42462600
2022-02-18,DELTA,111.0323,8165300
2022-02-18,EPSILON,149.1437,25827500
2022-02-18,ZETA,179.2565,29603600
2022-02-18,ETA,156.754,412026000
2022-02-18,THETA,107.8571,229586500
2022-02-21,ALPHA,121.2178,59144100
2022-02-21,BETA,110.3084,60029400
2022-02-21,GAMMA,118.7974,34284100
2022-02-21,DELTA,109.6838,7948800
2022-02-21,EPSILON,149.5243,24171300
2022-02-21,ZETA,184.8194,30000100
2022-02-21,ETA,152.3796,465888000
2022-02-21,THETA,108.1766,213738500
2022-02-22,ALPHA,117.9838,58867200
2022-02-22,BETA,108.0045,56580400
2022-02-22,GAMMA,115.5952,33629300
2022-02-22,DELTA,106.7077,9996300
2022-02-22,EPSILON,148.8324,34592600
2022-02-22,ZETA,175.1131,28397400
2022-02-22,ETA,147.1573,410015000
2022-02-22,THETA,106.1916,180018600
2022-02-23,ALPHA,118.3254,51011300
2022-02-23,BETA,107.5086,59534100
2022-02-23,GAMMA,117.0741,30884000
2022-02-23,DELTA,106.545,11107500
2022-02-23,EPSILON,148.0021,22433200
2022-02-23,ZETA,178.2096,22491100
2022-02-23,ETA,147.8626,513184000
2022-02-23,THETA,105.3778,191828500
2022-02-24,ALPHA,118.7148,48394200
2022-02-24,BETA,108.9021,48467000
2022-02-24,GAMMA,117.1107,41206400
2022-02-24,DELTA,105.6615,8068000
2022-02-24,EPSILON,148.7978,20017800
2022-02-24,ZETA,179.2831,29219100
2022-02-24,ETA,168.595,1117995000
2022-02-24,THETA,106.222,146360000
2022-02-25,ALPHA,116.5773,55469600
2022-02-25,BETA,106.5297,57053800
2022-02-25,GAMMA,114.2752,36585100
2022-02-25,DELTA,103.6154,9126900
2022-02-25,EPSILON,147.3707,19791300
2022-02-25,ZETA,174.6784,24990900
2022-02-25,ETA,165.9019,589716000
2022-02-25,THETA,107.1803,142228100
2022-02-28,ALPHA,117.5388,44998500
2022-02-28,BETA,106.9316,47470300
2022-02-28,GAMMA,114.593,27502300
2022-02-28,DELTA,104.4757,10014700
2022-02-28,EPSILON,146.6355,19277000
2022-02-28,ZETA,184.2161,21190000
2022-02-28,ETA,167.4337,452994000
2022-02-28,THETA,108.1157,161028300
2022-03-01,ALPHA,117.1335,50547000
2022-03-01,BETA,106.6152,43959300
2022-03-01,GAMMA,115.1674,30142000
2022-03-01,DELTA,104.6966,11019800
2022-03-01,EPSILON,151.306,46051100
2022-03-01,ZETA,182.5127,22491000
2022-03-01,ETA,165.4032,455963000
2022-03-01,THETA,109.0207,153144900
2022-03-02,ALPHA,115.4648,55479000
2022-03-02,BETA,105.2688,52299500
2022-03-02,GAMMA,112.6497,31111200
2022-03-02,DELTA,105.0453,7139200
2022-03-02,EPSILON,149.9913,30998400
2022-03-02,ZETA,179.9042,27565300
2022-03-02,ETA,161.7127,460026000
2022-03-02,THETA,108.4123,156852800
2022-03-03,ALPHA,115.9416,52238100
2022-03-03,BETA,107.3376,55509400
2022-03-03,GAMMA,112.6008,32204400
2022-03-03,DELTA,106.9519,11106800
2022-03-03,EPSILON,150.9514,17352000
2022-03-03,ZETA,169.3727,24808200
2022-03-03,ETA,166.1014,389415000
2022-03-03,THETA,107.2867,181500700
2022-03-04,ALPHA,120.01,70732300
2022-03-04,BETA,109.1244,55759600
2022-03-04,GAMMA,115.9863,35160100
2022-03-04,DELTA,108.87,9513100
2022-03-04,EPSILON,160.2231,45877700
2022-03-04,ZETA,175.4858,30760100
2022-03-04,ETA,170.2052,412393000
2022-03-04,THETA,109.2565,154193300
2022-03-07,ALPHA,122.2349,87558000
2022-03-07,BETA,109.7998,52112400
2022-03-07,GAMMA,114.5808,32639300
2022-03-07,DELTA,110.5906,9261300
2022-03-07,EPSILON,159.9204,33209400
2022-03-07,ZETA,171.9546,24109800
2022-03-07,ETA,167.8113,437429000
2022-03-07,THETA,108.6176,128100100
2022-03-08,ALPHA,120.4629,56182000
2022-03-08,BETA,108.6371,49100700
2022-03-08,GAMMA,114.3364,27835500
2022-03-08,DELTA,109.1142,11747600
2022-03-08,EPSILON,159.5831,36701500
2022-03-08,ZETA,166.5425,21473200
2022-03-08,ETA,165.9444,515154000
2022-03-08,THETA,105.4235,148125800
2022-03-09,ALPHA,121.4721,47204800
2022-03-09,BETA,108.4447,44899100
2022-03-09,GAMMA,114.7886,34103300
2022-03-09,DELTA,109.5675,10002500
2022-03-09,EPSILON,159.981,19432400
2022-03-09,ZETA,161.4764,17340200
2022-03-09,ETA,172.3076,513573000
2022-03-09,THETA,104.7999,151897800
2022-03-10,ALPHA,119.6604,53833600
2022-03-10,BETA,107.8549,56218700
2022-03-10,GAMMA,112.7475,28813500
2022-03-10,DELTA,107.3239,25888100
2022-03-10,EPSILON,157.1441,26582800
2022-03-10,ZETA,153.4203,26653400
2022-03-10,ETA,166.999,501257000
2022-03-10,THETA,99.1264,170023800
2022-03-11,ALPHA,117.9996,68572400
2022-03-11,BETA,106.2605,69827500
2022-03-11,GAMMA,110.8898,35941000
2022-03-11,DELTA,105.3592,37599700
2022-03-11,EPSILON,155.2586,25665000
2022-03-11,ZETA,153.8816,28333900
2022-03-11,ETA,163.6428,474866000
2022-03-11,THETA,101.6437,191488900
2022-03-14,ALPHA,119.565,84457100
2022-03-14,BETA,108.5388,72397100
2022-03-14,GAMMA,112.9675,37335600
2022-03-14,DELTA,105.9172,42901100
2022-03-14,EPSILON,156.4608,24728000
2022-03-14,ZETA,154.8044,33339700
2022-03-14,ETA,163.6499,421890000
2022-03-14,THETA,99.8184,167790300
2022-03-15,ALPHA,121.2496,73695900
2022-03-15,BETA,111.4754,60912700
2022-03-15,GAMMA,115.9619,36050200
2022-03-15,DELTA,109.242,29648100
2022-03-15,EPSILON,167.8083,41642600
2022-03-15,ZETA,162.5943,33620300
2022-03-15,ETA,171.4668,474910000
2022-03-15,THETA,102.3814,143717900
2022-03-16,ALPHA,121.5674,77167900
2022-03-16,BETA,113.463,70731800
2022-03-16,GAMMA,117.5752,50622100
2022-03-16,DELTA,111.7298,34280600
2022-03-16,EPSILON,171.0344,42123600
2022-03-16,ZETA,160.1011,46028000
2022-03-16,ETA,172.6426,524486000
2022-03-16,THETA,97.5445,145995600
2022-03-17,ALPHA,123.84,76161100
2022-03-17,BETA,118.0624,84446900
2022-03-17,GAMMA,122.2684,65492000
2022-03-17,DELTA,116.624,24558500
2022-03-17,EPSILON,177.2444,50447100
2022-03-17,ZETA,163.3662,54768800
2022-03-17,ETA,181.9987,583253000
2022-03-17,THETA,99.4381,121136800
2022-03-18,ALPHA,123.1646,98944600
2022-03-18,BETA,119.4431,87300200
2022-03-18,GAMMA,120.9362,61028500
2022-03-18,DELTA,118.1353,38396000
2022-03-18,EPSILON,169.1835,50141100
2022-03-18,ZETA,159.8172,69527400
2022-03-18,ETA,183.3098,848547000
2022-03-18,THETA,95.6812,133197100
2022-03-21,ALPHA,125.0717,73641400
2022-03-21,BETA,116.3654,62388900
2022-03-21,GAMMA,119.4207,32960400
2022-03-21,DELTA,117.6703,22875500
2022-03-21,EPSILON,171.0863,25186300
2022-03-21,ZETA,162.5854,43466600
2022-03-21,ETA,184.5568,432747000
2022-03-21,THETA,96.6927,129684400
2022-03-22,ALPHA,126.5655,73938300
2022-03-22,BETA,117.028,58597300
2022-03-22,GAMMA,122.965,42110300
2022-03-22,DELTA,121.9716,17807800
2022-03-22,EPSILON,174.8486,31827000
2022-03-22,ZETA,175.2994,34558700
2022-03-22,ETA,186.6874,547408000
2022-03-22,THETA,99.2861,153391400
2022-03-23,ALPHA,125.4134,75701800
2022-03-23,BETA,116.3911,57475400
2022-03-23,GAMMA,120.6306,43427400
2022-03-23,DELTA,120.1697,17250200
2022-03-23,EPSILON,172.8161,28477800
2022-03-23,ZETA,169.5945,34873300
2022-03-23,ETA,188.6042,797295000
2022-03-23,THETA,96.7231,150376400
2022-03-24,ALPHA,126.2874,67622100
2022-03-24,BETA,118.6865,57559300
2022-03-24,GAMMA,120.6429,40797800
2022-03-24,DELTA,122.7621,16677600
2022-03-24,EPSILON,176.6822,27389700
2022-03-24,ZETA,170.5439,36610900
2022-03-24,ETA,193.7562,564889000
2022-03-24,THETA,96.4645,144193900
2022-03-25,ALPHA,127.3363,59196500
2022-03-25,BETA,119.9304,56095400
2022-03-25,GAMMA,119.934,30393300
2022-03-25,DELTA,122.5761,22311100
2022-03-25,EPSILON,178.1785,27716400
2022-03-25,ZETA,168.938,28172000
2022-03-25,ETA,190.8204,454920000
2022-03-25,THETA,94.9967,116312400
2022-03-28,ALPHA,125.7709,52390300
2022-03-28,BETA,118.1394,46721300
2022-03-28,GAMMA,119.824,31120900
2022-03-28,DELTA,119.1118,18853900
2022-03-28,EPSILON,175.4368,18527200
2022-03-28,ZETA,170.1801,26840200
2022-03-28,ETA,189.0532,361026000
2022-03-28,THETA,97.7194,120851600
2022-03-29,ALPHA,125.2703,45992200
2022-03-29,BETA,117.6478,38720100
2022-03-29,GAMMA,118.8462,32057900
2022-03-29,DELTA,117.4494,10820500
2022-03-29,EPSILON,173.5686,19127300
2022-03-29,ZETA,167.8556,21878600
2022-03-29,ETA,188.191,356104000
2022-03-29,THETA,98.016,98654600
2022-03-30,ALPHA,127.7495,51305700
2022-03-30,BETA,119.9047,49783300
2022-03-30,GAMMA,122.5251,28779600
2022-03-30,DELTA,117.8679,14595300
2022-03-30,EPSILON,177.6077,18851100
2022-03-30,ZETA,172.0167,25087000
2022-03-30,ETA,192.2811,393694000
2022-03-30,THETA,98.2137,123660000
2022-03-31,ALPHA,129.0129,49501700
2022-03-31,BETA,121.4179,53633400
2022-03-31,GAMMA,124.6639,33086200
2022-03-31,DELTA,117.2867,12134700
2022-03-31,EPSILON,179.7613,22608300
2022-03-31,ZETA,173.2588,25053400
2022-03-31,ETA,195.1243,364516000
2022-03-31,THETA,97.9171,110252200
2022-04-01,ALPHA,131.0312,68749800
2022-04-01,BETA,123.2346,56750300
2022-04-01,GAMMA,126.2405,36863400
2022-04-01,DELTA,120.5882,13105200
2022-04-01,EPSILON,183.3074,25440300
2022-04-01,ZETA,184.0653,32766000
2022-04-01,ETA,197.9319,433933000
2022-04-01,THETA,99.1035,170222100
2022-04-04,ALPHA,132.0404,56976200
2022-04-04,BETA,122.7772,41135700
2022-04-04,GAMMA,125.165,25035400
2022-04-04,DELTA,121.3206,11775400
2022-04-04,EPSILON,184.2847,17924600
2022-04-04,ZETA,172.8063,24883300
2022-04-04,ETA,199.2715,398716000
2022-04-04,THETA,98.9895,169545900
2022-04-05,ALPHA,131.6113,46278300
2022-04-05,BETA,122.7559,48662500
2022-04-05,GAMMA,127.0472,24420100
2022-04-05,DELTA,121.7391,11579900
2022-04-05,EPSILON,185.7118,21026400
2022-04-05,ZETA,170.8633,25824300
2022-04-05,ETA,195.6231,368592000
2022-04-05,THETA,97.6661,126463800
2022-04-06,ALPHA,130.1254,51511700
2022-04-06,BETA,121.5419,45175400
2022-04-06,GAMMA,123.5639,28290500
2022-04-06,DELTA,121.4485,9614700
2022-04-06,EPSILON,182.9095,19396600
2022-04-06,ZETA,164.5994,22064800
2022-04-06,ETA,191.5472,515015000
2022-04-06,THETA,97.8118,133882500
2022-04-07,ALPHA,130.8405,45390100
2022-04-07,BETA,124.6452,43808000
2022-04-07,GAMMA,124.7372,48711500
2022-04-07,DELTA,126.0405,8760200
2022-04-07,EPSILON,186.9053,26104400
2022-04-07,ZETA,164.1913,29770300
2022-04-07,ETA,192.6588,397654000
2022-04-07,THETA,97.7045,123857900
2022-04-08,ALPHA,128.7507,47716900
2022-04-08,BETA,123.7005,37261200
2022-04-08,GAMMA,124.8717,27067400
2022-04-08,DELTA,123.7387,9477300
2022-04-08,EPSILON,185.7377,16106100
2022-04-08,ZETA,163.7033,23103000
2022-04-08,ETA,196.521,395279000
2022-04-08,THETA,98.0264,142154600
2022-04-11,ALPHA,127.7733,47644200
2022-04-11,BETA,120.8964,60417800
2022-04-11,GAMMA,122.1217,26311800
2022-04-11,DELTA,122.4715,10516300
2022-04-11,EPSILON,184.9593,16710100
2022-04-11,ZETA,165.7262,27276600
2022-04-11,ETA,193.5994,314378000
2022-04-11,THETA,98.5093,115770900
2022-04-12,ALPHA,127.2171,50133100
2022-04-12,BETA,121.1786,56735000
2022-04-12,GAMMA,119.5673,24370300
2022-04-12,DELTA,121.6461,11821000
2022-04-12,EPSILON,185.0891,18972200
2022-04-12,ZETA,160.181,27403400
2022-04-12,ETA,188.7967,446259000
2022-04-12,THETA,98.494,150256300
2022-04-13,ALPHA,131.5557,68445600
2022-04-13,BETA,123.8929,67925100
2022-04-13,GAMMA,125.1528,24843600
2022-04-13,DELTA,124.8896,12450200
2022-04-13,EPSILON,190.5812,23310400
2022-04-13,ZETA,164.9366,24222700
2022-04-13,ETA,188.5686,353615000
2022-04-13,THETA,98.8695,112933000
2022-04-14,ALPHA,131.2776,49386500
2022-04-14,BETA,122.3113,51450500
2022-04-14,GAMMA,125.2872,26578000
2022-04-14,DELTA,126.5636,43931300
2022-04-14,EPSILON,191.5672,21591200
2022-04-14,ZETA,164.1381,20987900
2022-04-14,ETA,190.6707,395660000
2022-04-14,THETA,106.3351,96438700
2022-04-15,ALPHA,131.2934,41516200
2022-04-15,BETA,123.4483,39919500
2022-04-15,GAMMA,125.5683,37571200
2022-04-15,DELTA,123.1923,16050500
2022-04-15,EPSILON,189.2925,15481900
2022-04-15,ZETA,165.948,23836200
2022-04-15,ETA,192.4094,321471000
2022-04-15,THETA,107.1783,116662200
2022-04-18,ALPHA,132.2788,49923000
2022-04-18,BETA,123.2645,39790500
2022-04-18,GAMMA,125.0306,26596400
2022-04-18,DELTA,121.4834,13760100
2022-04-18,EPSILON,188.4535,12281000
2022-04-18,ZETA,163.5259,20161800
2022-04-18,ETA,197.148,604812000
2022-04-18,THETA,108.3817,92067000
2022-04-19,ALPHA,133.2005,47720200
2022-04-19,BETA,123.2987,58398900
2022-04-19,GAMMA,127.4749,20905700
2022-04-19,DELTA,121.1114,9158100
2022-04-19,EPSILON,186.5594,15898100
2022-04-19,ZETA,160.2254,17150300
2022-04-19,ETA,199.0292,358660000
2022-04-19,THETA,108.2437,125732700
2022-04-20,ALPHA,132.4218,52456400
2022-04-20,BETA,122.2985,57696900
2022-04-20,GAMMA,126.8761,27820800
2022-04-20,DELTA,122.4018,10586200
2022-04-20,EPSILON,184.2847,16475400
2022-04-20,ZETA,144.6101,23244400
2022-04-20,ETA,193.1362,427713000
2022-04-20,THETA,107.9294,210970800
2022-04-21,ALPHA,131.1266,58337300
2022-04-21,BETA,122.1489,86774200
2022-04-21,GAMMA,130.726,25800100
2022-04-21,DELTA,122.5413,11842500
2022-04-21,EPSILON,184.129,17717200
2022-04-21,ZETA,146.4644,21676400
2022-04-21,ETA,193.2431,345103000
2022-04-21,THETA,107.7225,123539000
2022-04-22,ALPHA,131.3729,41949600
2022-04-22,BETA,120.4434,69575600
2022-04-22,GAMMA,129.8093,23542800
2022-04-22,DELTA,123.1923,7567500
2022-04-22,EPSILON,184.0425,15750900
2022-04-22,ZETA,144.2197,26611000
2022-04-22,ETA,192.6944,339282000
2022-04-22,THETA,107.8681,140006600
2022-04-25,ALPHA,130.1334,48714100
2022-04-25,BETA,117.729,65026800
2022-04-25,GAMMA,125.3605,46664100
2022-04-25,DELTA,120.7277,10629300
2022-04-25,EPSILON,179.5105,19198200
2022-04-25,ZETA,142.5517,45772200
2022-04-25,ETA,186.9867,378527000
2022-04-25,THETA,105.5227,121999300
2022-04-26,ALPHA,130.1254,45498800
2022-04-26,BETA,126.2567,73803800
2022-04-26,GAMMA,128.306,53347600
2022-04-26,DELTA,120.565,14416100
2022-04-26,EPSILON,181.1105,41992700
2022-04-26,ZETA,136.412,64599200
2022-04-26,ETA,192.0816,406337000
2022-04-26,THETA,103.6524,153364100
2022-04-27,ALPHA,133.8203,64902300
2022-04-27,BETA,130.3004,149961200
2022-04-27,GAMMA,134.2215,50089200
2022-04-27,DELTA,125.0756,9041100
2022-04-27,EPSILON,206.3311,71196500
2022-04-27,ZETA,142.1258,46462600
2022-04-27,ETA,194.0056,377161000
2022-04-27,THETA,105.0475,127015200
2022-04-28,ALPHA,134.8295,55275900
2022-04-28,BETA,131.3391,130715900
2022-04-28,GAMMA,128.8805,36139800
2022-04-28,DELTA,124.7849,9887300
