update_id,best_bid_price,best_bid_qty,best_ask_price,best_ask_qty,transaction_time,event_time
3751157821464,42313.90000000,4.41600000,42314.00000000,0.78200000,1704067203204,1704067204255
3751157822185,42313.90000000,4.41300000,42314.00000000,0.78200000,1704067203206,1704067204256
3751157823868,42313.90000000,4.41300000,42314.00000000,0.74800000,1704067203210,1704067204263
3751157824036,42313.90000000,4.41300000,42314.00000000,0.75400000,1704067203210,1704067204263
3751157825435,42313.90000000,4.40300000,42314.00000000,0.75400000,1704067203213,1704067204266
3751157826309,42313.90000000,4.40800000,42314.00000000,0.75400000,1704067203216,1704067204268
3751157826316,42313.90000000,4.41800000,42314.00000000,0.75400000,1704067203216,1704067204268
3751157829240,42313.90000000,4.39800000,42314.00000000,0.75400000,1704067203221,1704067204273
3751157829390,42313.90000000,4.09300000,42314.00000000,0.75400000,1704067203221,1704067204273
3751157833404,42313.90000000,4.08900000,42314.00000000,0.75400000,1704067203227,1704067204282
3751157834386,42313.90000000,4.08900000,42314.00000000,0.75800000,1704067203229,1704067204286
3751157836062,42313.90000000,3.85100000,42314.00000000,0.75800000,1704067203233,1704067204288
3751157837247,42313.90000000,3.84700000,42314.00000000,0.75800000,1704067203235,1704067204290
3751157838829,42313.90000000,3.85700000,42314.00000000,0.75800000,1704067203239,1704067204296
3751157840152,42313.90000000,3.85700000,42314.00000000,0.75100000,1704067203241,1704067204299
3751157842130,42313.90000000,3.85700000,42314.00000000,0.86600000,1704067203246,1704067204303
3751157842692,42313.90000000,3.85700000,42314.00000000,0.84600000,1704067203248,1704067204307
3751157842922,42313.90000000,4.87700000,42314.00000000,0.84600000,1704067203249,1704067204307
3751157843723,42313.90000000,4.99500000,42314.00000000,0.84600000,1704067203251,1704067204310
3751157844558,42317.50000000,0.61000000,42318.00000000,2.19000000,1704067203252,1704067204311
3751157845019,42317.50000000,0.61000000,42318.00000000,2.12900000,1704067203253,1704067204311
3751157845031,42317.40000000,1.96300000,42318.00000000,2.12900000,1704067203253,1704067204311
3751157845048,42317.10000000,0.35600000,42318.00000000,2.12900000,1704067203253,1704067204311
3751157854869,42317.10000000,0.34400000,42318.00000000,2.12900000,1704067203275,1704067204335
3751157854893,42317.10000000,0.33200000,42318.00000000,2.12900000,1704067203275,1704067204335
3751157856070,42317.10000000,0.33200000,42318.00000000,2.11400000,1704067203278,1704067204338
3751157857168,42317.10000000,0.32900000,42318.00000000,2.11400000,1704067203280,1704067204342
3751157857706,42317.10000000,0.32900000,42318.00000000,2.11000000,1704067203282,1704067204343
3751157859310,42317.10000000,0.32600000,42318.00000000,2.11000000,1704067203286,1704067204347
3751157860042,42317.10000000,0.32000000,42318.00000000,2.11000000,1704067203287,1704067204348
3751157860194,42317.10000000,0.31700000,42318.00000000,2.11000000,1704067203288,1704067204349
3751157865435,42317.10000000,0.28000000,42318.00000000,2.11000000,1704067203299,1704067204365
3751157865467,42317.50000000,0.92200000,42318.00000000,2.09700000,1704067203299,1704067204365
3751157866874,42317.50000000,0.90100000,42318.00000000,2.09700000,1704067203301,1704067204368
3751157869218,42317.50000000,0.90100000,42318.00000000,2.09100000,1704067203306,1704067204374
3751157873030,42317.50000000,1.80100000,42318.00000000,2.09100000,1704067203315,1704067204378
3751157879217,42317.50000000,1.78100000,42318.00000000,2.09100000,1704067203330,1704067204387
3751157885509,42317.50000000,1.78100000,42318.00000000,2.20100000,1704067203350,1704067204395
3751157885907,42317.50000000,1.78100000,42318.00000000,2.74400000,1704067203351,1704067204396
3751157887253,42317.50000000,1.78100000,42318.00000000,3.21600000,1704067203355,1704067204399
3751157889719,42317.50000000,1.78100000,42318.00000000,3.43800000,1704067203362,1704067204402
3751157889741,42317.50000000,1.78100000,42318.00000000,3.55200000,1704067203362,1704067204402
3751157890290,42317.50000000,1.78100000,42318.00000000,3.43800000,1704067203364,1704067204403
3751157890955,42317.50000000,1.73400000,42318.00000000,3.43800000,1704067203365,1704067204403
3751157894652,42317.50000000,2.93400000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894653,42317.50000000,3.83400000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894654,42317.50000000,3.96100000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894655,42317.50000000,4.09200000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894656,42317.50000000,5.29200000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894659,42317.50000000,5.40100000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894660,42317.50000000,5.49300000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894662,42317.50000000,5.59900000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894663,42317.50000000,5.69600000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894664,42317.50000000,5.79100000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894665,42317.50000000,5.88900000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894666,42317.50000000,6.70300000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894674,42317.90000000,1.93900000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894685,42317.90000000,2.83900000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894686,42317.90000000,4.03900000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894687,42317.90000000,4.16700000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894688,42317.90000000,4.29400000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894689,42317.90000000,5.49400000,42318.00000000,3.43800000,1704067203375,1704067204408
3751157894692,42317.90000000,5.62100000,42318.00000000,3.43800000,1704067203375,1704067204409
3751157897273,42317.90000000,5.62100000,42318.00000000,3.92700000,1704067203382,1704067204411
3751157897280,42317.90000000,5.62100000,42318.00000000,4.12500000,1704067203382,1704067204411
3751157897375,42317.90000000,5.62100000,42318.00000000,4.23600000,1704067203382,1704067204411
3751157897569,42317.90000000,5.62100000,42318.00000000,4.65600000,1704067203383,1704067204412
3751157898218,42317.90000000,5.62100000,42318.00000000,4.23600000,1704067203385,1704067204412
3751157898361,42317.90000000,5.62100000,42318.00000000,4.23300000,1704067203385,1704067204412
3751157899367,42317.90000000,5.62100000,42318.00000000,3.74400000,1704067203388,1704067204418
3751157899560,42317.90000000,5.62100000,42318.00000000,3.73700000,1704067203389,1704067204418
3751157900532,42317.90000000,6.30600000,42318.00000000,3.73700000,1704067203392,1704067204419
3751157901229,42317.90000000,6.82900000,42318.00000000,3.73700000,1704067203394,1704067204420
3751157901302,42317.90000000,6.82900000,42318.00000000,3.78700000,1704067203394,1704067204420
3751157901718,42317.90000000,7.23600000,42318.00000000,3.78700000,1704067203396,1704067204421
3751157903406,42317.90000000,6.55100000,42318.00000000,3.78700000,1704067203401,1704067204423
3751157903435,42317.90000000,6.14400000,42318.00000000,3.78700000,1704067203401,1704067204423
3751157903583,42317.90000000,5.62100000,42318.00000000,3.78700000,1704067203401,1704067204423
3751157905757,42317.90000000,5.62100000,42318.00000000,3.79300000,1704067203407,1704067204428
3751157905771,42317.90000000,5.62100000,42318.00000000,3.79900000,1704067203407,1704067204428
3751157916128,42317.90000000,5.62100000,42318.00000000,3.79600000,1704067203436,1704067204445
3751157919050,42317.90000000,5.62100000,42318.00000000,3.78400000,1704067203444,1704067204453
3751157919522,42317.90000000,5.62100000,42318.00000000,3.80000000,1704067203445,1704067204453
3751157920070,42317.90000000,5.62100000,42318.00000000,3.79500000,1704067203446,1704067204456
3751157921277,42317.90000000,5.62100000,42318.00000000,3.68500000,1704067203450,1704067204457
3751157923829,42317.90000000,5.55700000,42318.00000000,3.68500000,1704067203457,1704067204461
3751157925305,42317.90000000,5.55700000,42318.00000000,3.46300000,1704067203461,1704067204463
3751157925306,42317.90000000,5.55700000,42318.00000000,3.26500000,1704067203461,1704067204463
3751157928501,42317.90000000,5.71400000,42318.00000000,3.26500000,1704067203470,1704067204468
3751157928734,42317.90000000,5.71400000,42318.00000000,3.25300000,1704067203471,1704067204468
3751157928949,42317.90000000,5.87100000,42318.00000000,3.25300000,1704067203472,1704067204469
3751157929040,42317.90000000,6.02800000,42318.00000000,3.25300000,1704067203472,1704067204469
3751157929079,42317.90000000,6.18000000,42318.00000000,3.25300000,1704067203472,1704067204469
3751157929197,42317.90000000,6.33800000,42318.00000000,3.25300000,1704067203472,1704067204469
3751157929373,42317.90000000,6.49500000,42318.00000000,3.25300000,1704067203473,1704067204469
3751157929374,42317.90000000,6.65200000,42318.00000000,3.25300000,1704067203473,1704067204469
3751157929434,42317.90000000,6.80700000,42318.00000000,3.25300000,1704067203473,1704067204469
3751157929472,42317.90000000,6.90400000,42318.00000000,3.25300000,1704067203473,1704067204470
3751157929542,42317.90000000,7.05900000,42318.00000000,3.25300000,1704067203473,1704067204470
3751157930174,42317.90000000,7.21600000,42318.00000000,3.25300000,1704067203475,1704067204470
3751157931427,42317.90000000,7.21600000,42318.00000000,3.25000000,1704067203479,1704067204474
3751157931443,42317.90000000,7.21600000,42318.00000000,3.25700000,1704067203479,1704067204474
3751157931737,42317.90000000,7.19600000,42318.00000000,3.25700000,1704067203480,1704067204475
3751157932312,42317.90000000,7.18300000,42318.00000000,3.25700000,1704067203481,1704067204476
3751157932432,42317.90000000,7.18300000,42318.00000000,3.67700000,1704067203481,1704067204478
3751157932745,42317.90000000,8.12800000,42318.00000000,3.67700000,1704067203482,1704067204478
3751157932887,42317.90000000,9.07300000,42318.00000000,3.67700000,1704067203482,1704067204478
3751157933011,42317.90000000,9.07300000,42318.00000000,3.66400000,1704067203483,1704067204478
3751157933137,42317.90000000,9.04700000,42318.00000000,3.66400000,1704067203483,1704067204479
3751157933795,42317.90000000,9.04700000,42318.00000000,3.24400000,1704067203484,1704067204479
3751157934129,42317.90000000,9.04700000,42318.00000000,3.24000000,1704067203485,1704067204479
3751157934660,42317.90000000,9.04700000,42318.00000000,3.23400000,1704067203487,1704067204481
3751157935983,42317.90000000,10.06700000,42318.00000000,3.23400000,1704067203491,1704067204482
3751157940452,42317.90000000,10.06100000,42318.00000000,3.23400000,1704067203504,1704067204489
3751157945109,42317.90000000,10.04700000,42318.00000000,3.23400000,1704067203516,1704067204499
3751157947767,42317.90000000,10.04700000,42318.00000000,3.25500000,1704067203523,1704067204505
3751157948125,42317.90000000,10.04700000,42318.00000000,3.81000000,1704067203524,1704067204506
3751157948245,42317.90000000,10.05400000,42318.00000000,3.81000000,1704067203524,1704067204506
3751157950622,42317.90000000,10.05400000,42318.00000000,5.71000000,1704067203531,1704067204509
3751157951661,42317.90000000,9.10900000,42318.00000000,5.71000000,1704067203535,1704067204514
3751157952432,42317.90000000,9.19100000,42318.00000000,5.71000000,1704067203537,1704067204516
3751157952783,42317.90000000,9.19100000,42318.00000000,5.71600000,1704067203538,1704067204516
3751157953041,42317.90000000,9.27300000,42318.00000000,5.71600000,1704067203539,1704067204516
3751157953046,42317.90000000,9.35500000,42318.00000000,5.71600000,1704067203539,1704067204516
3751157953241,42317.90000000,9.43700000,42318.00000000,5.71600000,1704067203539,1704067204516
3751157953311,42317.90000000,9.51900000,42318.00000000,5.71600000,1704067203540,1704067204516
3751157953315,42317.90000000,9.60100000,42318.00000000,5.71600000,1704067203540,1704067204516
3751157954460,42317.90000000,9.59300000,42318.00000000,5.71600000,1704067203543,1704067204517
3751157955263,42317.90000000,9.54700000,42318.00000000,5.71600000,1704067203546,1704067204518
3751157960739,42317.90000000,9.54700000,42318.00000000,5.75700000,1704067203559,1704067204528
3751157960896,42317.90000000,9.54700000,42318.00000000,5.75100000,1704067203559,1704067204528
3751157961311,42317.90000000,9.54700000,42318.00000000,5.74500000,1704067203560,1704067204532
3751157961550,42317.90000000,9.54700000,42318.00000000,6.24500000,1704067203561,1704067204532
3751157971174,42317.90000000,9.54700000,42318.00000000,6.25300000,1704067203588,1704067204550
3751157972795,42317.90000000,9.54700000,42318.00000000,6.65300000,1704067203592,1704067204552
3751157980619,42317.90000000,9.56700000,42318.00000000,6.65300000,1704067203611,1704067204568
3751157982199,42317.90000000,7.82500000,42318.00000000,6.65300000,1704067203615,1704067204569
3751157985327,42317.90000000,7.82500000,42318.00000000,6.65900000,1704067203620,1704067204571
3751157985946,42317.90000000,7.66800000,42318.00000000,6.65900000,1704067203621,1704067204573
3751157986050,42317.90000000,7.51600000,42318.00000000,6.65900000,1704067203621,1704067204573
3751157986336,42317.90000000,7.41900000,42318.00000000,6.65900000,1704067203621,1704067204574
3751157986726,42317.90000000,7.26400000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157986733,42317.90000000,7.10700000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157986735,42317.90000000,6.95000000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157986748,42317.90000000,6.79300000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157986759,42317.90000000,6.63800000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157986848,42317.90000000,6.48100000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157986946,42317.90000000,6.32300000,42318.00000000,6.65900000,1704067203622,1704067204575
3751157987943,42317.90000000,6.16600000,42318.00000000,6.65900000,1704067203624,1704067204576
3751157997517,42317.90000000,6.16300000,42318.00000000,6.65900000,1704067203640,1704067204585
3751158004366,42317.90000000,6.16300000,42318.00000000,7.36400000,1704067203653,1704067204594
3751158010395,42317.90000000,6.08100000,42318.00000000,7.36400000,1704067203665,1704067204604
3751158010436,42317.90000000,5.99900000,42318.00000000,7.36400000,1704067203665,1704067204604
3751158010439,42317.90000000,5.91700000,42318.00000000,7.36400000,1704067203665,1704067204604
3751158010578,42317.90000000,5.83500000,42318.00000000,7.36400000,1704067203665,1704067204605
3751158010891,42317.90000000,5.75300000,42318.00000000,7.36400000,1704067203666,1704067204605
3751158011228,42317.90000000,5.67100000,42318.00000000,7.36400000,1704067203667,1704067204605
3751158014184,42317.90000000,5.67100000,42318.00000000,7.86400000,1704067203672,1704067204610
3751158022188,42317.90000000,5.65100000,42318.00000000,7.86400000,1704067203689,1704067204631
3751158032388,42317.90000000,5.56400000,42318.00000000,7.86400000,1704067203710,1704067204643
3751158048555,42317.90000000,5.56400000,42318.00000000,8.22700000,1704067203746,1704067204670
3751158050931,42317.90000000,5.56400000,42318.00000000,8.23800000,1704067203751,1704067204672
3751158059629,42317.90000000,5.56400000,42318.00000000,8.22700000,1704067203771,1704067204692
3751158061301,42317.90000000,5.58400000,42318.00000000,8.22700000,1704067203775,1704067204695
3751158066597,42317.90000000,6.52900000,42318.00000000,8.22700000,1704067203787,1704067204703
3751158070760,42317.90000000,6.59700000,42318.00000000,8.22700000,1704067203795,1704067204708
3751158071927,42317.90000000,6.59700000,42318.00000000,8.23100000,1704067203798,1704067204709
3751158073032,42317.90000000,6.56700000,42318.00000000,8.23100000,1704067203801,1704067204711
3751158075625,42317.90000000,5.62200000,42318.00000000,8.23100000,1704067203805,1704067204715
3751158078348,42317.90000000,5.62200000,42318.00000000,8.23400000,1704067203810,1704067204721
3751158079368,42317.90000000,6.56700000,42318.00000000,8.23400000,1704067203812,1704067204722
3751158088159,42317.90000000,6.56400000,42318.00000000,8.23400000,1704067203833,1704067204740
3751158089815,42317.90000000,6.56400000,42318.00000000,8.23700000,1704067203838,1704067204743
3751158091189,42317.90000000,6.56400000,42318.00000000,8.24200000,1704067203843,1704067204745
3751158091190,42317.90000000,6.56400000,42318.00000000,8.56600000,1704067203843,1704067204745
3751158091191,42317.90000000,6.56400000,42318.00000000,8.60700000,1704067203843,1704067204745
3751158091192,42317.90000000,6.56400000,42318.00000000,8.93100000,1704067203843,1704067204745
3751158091193,42317.90000000,6.56400000,42318.00000000,8.97200000,1704067203843,1704067204745
3751158091347,42317.90000000,5.61900000,42318.00000000,8.97200000,1704067203844,1704067204745
3751158094745,42317.90000000,4.84200000,42318.00000000,8.97200000,1704067203859,1704067204751
3751158095017,42317.90000000,4.84200000,42318.00000000,9.29600000,1704067203860,1704067204751
3751158095146,42317.90000000,4.84200000,42318.00000000,9.29900000,1704067203861,1704067204752
3751158095495,42317.90000000,3.64200000,42318.00000000,9.29900000,1704067203862,1704067204753
3751158095632,42317.90000000,3.64900000,42318.00000000,9.29900000,1704067203863,1704067204753
3751158096579,42317.90000000,3.64900000,42318.00000000,9.34900000,1704067203867,1704067204755
3751158098528,42317.90000000,2.44900000,42318.00000000,9.34900000,1704067203874,1704067204758
3751158098566,42317.90000000,3.39400000,42318.00000000,9.34900000,1704067203875,1704067204758
3751158107026,42317.90000000,3.39400000,42318.00000000,14.26800000,1704067203905,1704067204782
3751158109003,42317.90000000,3.39400000,42318.00000000,14.30900000,1704067203913,1704067204786
3751158109005,42317.90000000,3.39400000,42318.00000000,14.63300000,1704067203913,1704067204786
3751158109560,42317.90000000,2.44900000,42318.00000000,14.63300000,1704067203916,1704067204787
3751158119924,42317.90000000,2.44800000,42318.00000000,14.63300000,1704067203965,1704067204808
3751158137092,42317.90000000,2.44800000,42318.00000000,14.62800000,1704067204047,1704067204849
3751158144268,42317.90000000,2.44800000,42318.00000000,14.62500000,1704067204083,1704067204862
3751158151783,42317.90000000,2.44800000,42318.00000000,14.72500000,1704067204124,1704067204876
3751158151804,42317.90000000,2.44800000,42318.00000000,15.22500000,1704067204124,1704067204876
3751158153749,42317.90000000,2.44800000,42318.00000000,15.21500000,1704067204132,1704067204880
3751158153798,42317.90000000,2.43400000,42318.00000000,16.42000000,1704067204133,1704067204880
3751158153820,42317.90000000,2.40700000,42318.00000000,16.42000000,1704067204133,1704067204880
3751158155141,42317.90000000,2.39900000,42318.00000000,16.42000000,1704067204137,1704067204883
3751158157806,42317.90000000,0.84800000,42318.00000000,16.42000000,1704067204147,1704067204889
3751158158026,42316.60000000,0.00200000,42316.70000000,1.20500000,1704067204149,1704067204889
3751158158067,42316.60000000,0.00200000,42316.70000000,1.96200000,1704067204149,1704067204890
3751158158070,42316.60000000,0.00200000,42316.70000000,2.71900000,1704067204149,1704067204890
3751158158610,42316.60000000,0.00200000,42316.70000000,2.85000000,1704067204151,1704067204891
3751158158612,42316.60000000,0.00200000,42316.70000000,2.97700000,1704067204151,1704067204891
3751158158613,42316.60000000,0.00200000,42316.70000000,3.87700000,1704067204151,1704067204891
3751158158614,42316.60000000,0.00200000,42316.70000000,5.07700000,1704067204151,1704067204891
3751158158615,42316.60000000,0.00200000,42316.70000000,5.08200000,1704067204151,1704067204891
3751158158618,42316.60000000,0.00200000,42316.70000000,5.73100000,1704067204151,1704067204891
3751158158625,42316.60000000,0.00200000,42316.70000000,6.12000000,1704067204151,1704067204891
3751158158627,42316.60000000,0.00200000,42316.70000000,6.12500000,1704067204151,1704067204891
3751158158628,42316.60000000,0.00200000,42316.70000000,7.02500000,1704067204151,1704067204891
3751158158629,42316.60000000,0.00200000,42316.70000000,8.22500000,1704067204151,1704067204891
3751158158631,42316.60000000,0.00200000,42316.70000000,8.23000000,1704067204151,1704067204891
3751158158632,42316.60000000,0.00200000,42316.70000000,8.35700000,1704067204151,1704067204891
3751158158633,42316.60000000,0.00200000,42316.70000000,8.48500000,1704067204151,1704067204891
3751158158636,42316.60000000,0.00200000,42316.70000000,8.61400000,1704067204151,1704067204891
3751158158638,42316.60000000,0.00200000,42316.70000000,8.74100000,1704067204151,1704067204891
3751158158639,42316.60000000,0.00200000,42316.70000000,8.87200000,1704067204151,1704067204892
3751158158640,42316.60000000,0.00200000,42316.70000000,8.99900000,1704067204151,1704067204892
3751158158641,42316.60000000,0.00200000,42316.70000000,9.12800000,1704067204151,1704067204892
3751158158645,42316.60000000,0.00200000,42316.70000000,9.62800000,1704067204151,1704067204892
3751158158697,42316.60000000,0.00200000,42316.70000000,10.35100000,1704067204151,1704067204892
3751158158729,42316.60000000,0.00200000,42316.70000000,11.55100000,1704067204151,1704067204892
3751158158737,42316.60000000,0.00200000,42316.70000000,12.45100000,1704067204151,1704067204892
3751158158939,42315.40000000,0.05600000,42315.90000000,1.20500000,1704067204151,1704067204892
3751158159686,42315.40000000,0.05600000,42315.90000000,1.92800000,1704067204154,1704067204893
