datetime,Open,High,Low,Close,Volume
2019-01-02 08:39:00,21.349,21.349,21.183,21.251,100065
2019-01-02 08:40:00,21.267,21.267,21.107,21.134,155325
2019-01-02 08:41:00,21.138,21.171,21.0,21.053,200895
2019-01-02 08:42:00,21.053,21.066,20.867,20.887,169830
2019-01-02 08:43:00,20.933,20.933,20.587,20.587,285570
2019-01-02 08:44:00,20.637,20.668,20.568,20.6,102390
2019-01-02 08:45:00,20.631,20.663,20.4,20.467,126720
2019-01-02 08:46:00,20.593,20.593,20.407,20.506,85950
2019-01-02 08:47:00,20.507,20.602,20.507,20.602,113250
2019-01-02 08:48:00,20.633,20.766,20.613,20.734,129930
2019-01-02 08:49:00,20.733,20.801,20.703,20.767,183810
2019-01-02 08:50:00,20.743,20.767,20.667,20.689,108510
2019-01-02 08:51:00,20.673,20.681,20.634,20.667,55020
2019-01-02 08:52:00,20.668,20.668,20.566,20.566,46110
2019-01-02 08:53:00,20.543,20.633,20.533,20.633,123300
2019-01-02 08:54:00,20.659,20.705,20.659,20.693,58320
2019-01-02 08:55:00,20.72,20.72,20.622,20.622,23190
2019-01-02 08:56:00,20.593,20.601,20.501,20.523,144690
2019-01-02 08:57:00,20.599,20.664,20.54,20.541,79095
2019-01-02 08:58:00,20.592,22.187,20.533,20.533,55245
2019-01-02 08:59:00,20.52,20.543,20.52,20.543,18030
2019-01-02 09:00:00,20.567,20.6,20.567,20.599,41760
2019-01-02 09:01:00,20.599,20.659,20.597,20.659,20145
2019-01-02 09:02:00,20.612,20.633,20.6,20.6,19935
2019-01-02 09:03:00,20.633,20.636,20.633,20.636,8160
2019-01-02 09:04:00,20.667,20.667,20.633,20.633,17205
2019-01-02 09:05:00,20.6,20.607,20.52,20.533,87795
2019-01-02 09:06:00,20.535,20.567,20.535,20.567,16230
2019-01-02 09:07:00,20.567,20.567,20.539,20.539,6000
2019-01-02 09:08:00,20.535,20.55,20.468,20.495,275640
2019-01-02 09:09:00,20.483,20.533,20.467,20.533,71910
2019-01-02 09:10:00,20.494,20.603,20.485,20.573,59175
2019-01-02 09:11:00,20.539,20.539,20.47,20.47,31575
2019-01-02 09:12:00,20.467,20.467,20.363,20.363,86400
2019-01-02 09:13:00,20.367,20.4,20.333,20.344,124905
2019-01-02 09:14:00,20.363,20.392,20.363,20.365,39360
2019-01-02 09:15:00,20.38,20.404,20.38,20.38,59145
2019-01-02 09:16:00,20.367,20.367,20.303,20.32,100425
2019-01-02 09:17:00,20.303,20.36,20.267,20.267,136335
2019-01-02 09:18:00,20.269,20.276,20.223,20.223,108240
2019-01-02 09:19:00,20.222,20.237,20.177,20.2,131910
2019-01-02 09:20:00,20.224,20.4,20.198,20.4,61665
2019-01-02 09:21:00,20.379,20.387,20.333,20.333,21300
2019-01-02 09:22:00,20.333,20.333,20.286,20.333,52560
2019-01-02 09:23:00,20.326,20.326,20.267,20.267,16830
2019-01-02 09:24:00,20.261,20.261,20.2,20.2,80295
2019-01-02 09:25:00,20.192,20.242,20.188,20.207,80175
2019-01-02 09:26:00,20.209,20.213,20.209,20.209,9660
2019-01-02 09:27:00,20.205,20.287,20.205,20.277,58935
2019-01-02 09:28:00,20.323,20.467,20.298,20.457,177750
2019-01-02 09:29:00,20.437,20.479,20.375,20.405,155085
2019-01-02 09:30:00,20.405,20.487,20.267,20.397,3289020
2019-01-02 09:31:00,20.378,20.713,20.354,20.587,2137050
2019-01-02 09:32:00,20.588,20.607,20.422,20.462,1539735
2019-01-02 09:33:00,20.475,20.481,20.333,20.341,937530
2019-01-02 09:34:00,20.335,20.395,20.222,20.259,1305570
2019-01-02 09:35:00,20.269,20.283,20.035,20.108,2612490
2019-01-02 09:36:00,20.085,20.133,20.0,20.089,1421010
2019-01-02 09:37:00,20.077,20.237,20.054,20.199,1200300
2019-01-02 09:38:00,20.19,20.218,20.071,20.134,1141725
2019-01-02 09:39:00,20.135,20.136,20.01,20.01,1095225
2019-01-02 09:40:00,20.009,20.027,19.933,19.987,2237325
2019-01-02 09:41:00,19.972,19.993,19.92,19.989,1084170
2019-01-02 09:42:00,19.986,20.107,19.983,20.087,1139625
2019-01-02 09:43:00,20.079,20.172,20.069,20.145,1051005
2019-01-02 09:44:00,20.145,20.153,20.071,20.125,438255
2019-01-02 09:45:00,20.119,20.225,20.115,20.198,1027995
2019-01-02 09:46:00,20.198,20.198,20.063,20.1,847695
2019-01-02 09:47:00,20.073,20.097,20.033,20.089,607605
2019-01-02 09:48:00,20.083,20.153,20.083,20.134,488655
2019-01-02 09:49:00,20.129,20.216,20.107,20.198,964335
2019-01-02 09:50:00,20.2,20.233,20.166,20.169,785445
2019-01-02 09:51:00,20.167,20.187,20.145,20.158,493905
2019-01-02 09:52:00,20.145,20.168,20.113,20.133,602580
2019-01-02 09:53:00,20.134,20.173,20.115,20.115,495030
2019-01-02 09:54:00,20.119,20.321,20.114,20.3,1387695
2019-01-02 09:55:00,20.3,20.351,20.267,20.336,913305
2019-01-02 09:56:00,20.35,20.361,20.267,20.28,840075
2019-01-02 09:57:00,20.281,20.281,20.207,20.226,415035
2019-01-02 09:58:00,20.24,20.273,20.234,20.262,509115
2019-01-02 09:59:00,20.262,20.27,20.233,20.264,426990
2019-01-02 10:00:00,20.262,20.293,20.25,20.258,344505
2019-01-02 10:01:00,20.259,20.261,20.179,20.202,821565
2019-01-02 10:02:00,20.213,20.213,20.17,20.197,359265
2019-01-02 10:03:00,20.199,20.249,20.183,20.242,375255
2019-01-02 10:04:00,20.244,20.265,20.233,20.251,307170
2019-01-02 10:05:00,20.25,20.307,20.24,20.285,656190
2019-01-02 10:06:00,20.286,20.373,20.28,20.367,745065
2019-01-02 10:07:00,20.367,20.399,20.321,20.379,682695
2019-01-02 10:08:00,20.374,20.393,20.346,20.377,436230
2019-01-02 10:09:00,20.373,20.466,20.373,20.449,961035
2019-01-02 10:10:00,20.442,20.545,20.442,20.523,794040
2019-01-02 10:11:00,20.531,20.592,20.528,20.585,961275
2019-01-02 10:12:00,20.592,20.659,20.59,20.65,1264620
2019-01-02 10:13:00,20.644,20.656,20.555,20.568,822000
2019-01-02 10:14:00,20.561,20.593,20.521,20.535,823905
2019-01-02 10:15:00,20.543,20.566,20.501,20.512,721905
2019-01-02 10:16:00,20.503,20.527,20.467,20.517,728115
2019-01-02 10:17:00,20.505,20.51,20.389,20.4,668085
2019-01-02 10:18:00,20.399,20.433,20.393,20.409,549915
2019-01-02 10:19:00,20.401,20.419,20.363,20.413,421965
2019-01-02 10:20:00,20.4,20.424,20.352,20.357,315930
2019-01-02 10:21:00,20.357,20.399,20.333,20.385,484350
2019-01-02 10:22:00,20.38,20.399,20.353,20.357,309945
2019-01-02 10:23:00,20.357,20.392,20.355,20.379,189780
2019-01-02 10:24:00,20.386,20.466,20.381,20.427,704040
2019-01-02 10:25:00,20.425,20.517,20.381,20.489,1250700
2019-01-02 10:26:00,20.5,20.503,20.417,20.433,368565
2019-01-02 10:27:00,20.431,20.434,20.36,20.36,419835
2019-01-02 10:28:00,20.362,20.382,20.341,20.364,408990
2019-01-02 10:29:00,20.357,20.363,20.278,20.279,702165
2019-01-02 10:30:00,20.289,20.307,20.25,20.281,871500
2019-01-02 10:31:00,20.281,20.305,20.267,20.271,192780
2019-01-02 10:32:00,20.27,20.288,20.253,20.268,360555
2019-01-02 10:33:00,20.263,20.274,20.2,20.207,435990
2019-01-02 10:34:00,20.207,20.245,20.207,20.231,194820
2019-01-02 10:35:00,20.232,20.249,20.219,20.246,226065
2019-01-02 10:36:00,20.25,20.274,20.238,20.255,244080
2019-01-02 10:37:00,20.251,20.265,20.234,20.26,204975
2019-01-02 10:38:00,20.25,20.265,20.215,20.215,207555
2019-01-02 10:39:00,20.217,20.253,20.217,20.239,136995
2019-01-02 10:40:00,20.25,20.331,20.25,20.33,597990
2019-01-02 10:41:00,20.327,20.332,20.3,20.301,322965
2019-01-02 10:42:00,20.303,20.325,20.287,20.287,472275
2019-01-02 10:43:00,20.287,20.37,20.287,20.345,447135
2019-01-02 10:44:00,20.345,20.395,20.345,20.373,480405
2019-01-02 10:45:00,20.369,20.385,20.341,20.341,176670
2019-01-02 10:46:00,20.353,20.369,20.335,20.342,211545
2019-01-02 10:47:00,20.346,20.385,20.346,20.369,293445
2019-01-02 10:48:00,20.375,20.385,20.347,20.37,300120
2019-01-02 10:49:00,20.367,20.411,20.347,20.401,316245
2019-01-02 10:50:00,20.385,20.399,20.338,20.35,322965
2019-01-02 10:51:00,20.339,20.397,20.331,20.394,295410
2019-01-02 10:52:00,20.393,20.461,20.392,20.444,601095
2019-01-02 10:53:00,20.442,20.455,20.424,20.442,266910
2019-01-02 10:54:00,20.441,20.504,20.435,20.503,484245
2019-01-02 10:55:00,20.499,20.517,20.487,20.503,236340
2019-01-02 10:56:00,20.51,20.531,20.497,20.498,304380
2019-01-02 10:57:00,20.491,20.505,20.467,20.479,210105
2019-01-02 10:58:00,20.479,20.479,20.444,20.475,273585
2019-01-02 10:59:00,20.483,20.52,20.433,20.493,394695
2019-01-02 11:00:00,20.489,20.526,20.467,20.479,264630
2019-01-02 11:01:00,20.48,20.5,20.479,20.491,242415
2019-01-02 11:02:00,20.481,20.499,20.472,20.478,96990
2019-01-02 11:03:00,20.477,20.549,20.477,20.549,494265
2019-01-02 11:04:00,20.546,20.557,20.483,20.505,220635
2019-01-02 11:05:00,20.51,20.525,20.5,20.521,123840
2019-01-02 11:06:00,20.509,20.547,20.509,20.542,190230
2019-01-02 11:07:00,20.541,20.541,20.52,20.527,189090
2019-01-02 11:08:00,20.527,20.548,20.485,20.517,245085
2019-01-02 11:09:00,20.516,20.561,20.505,20.555,282735
2019-01-02 11:10:00,20.55,20.555,20.533,20.537,293775
2019-01-02 11:11:00,20.554,20.555,20.52,20.537,135165
2019-01-02 11:12:00,20.536,20.536,20.452,20.508,482085
2019-01-02 11:13:00,20.506,20.533,20.505,20.513,226800
2019-01-02 11:14:00,20.512,20.527,20.492,20.505,114735
2019-01-02 11:15:00,20.506,20.519,20.467,20.469,316650
2019-01-02 11:16:00,20.467,20.485,20.442,20.442,406230
2019-01-02 11:17:00,20.44,20.447,20.42,20.444,232575
2019-01-02 11:18:00,20.434,20.445,20.424,20.443,153645
2019-01-02 11:19:00,20.447,20.509,20.447,20.509,246960
2019-01-02 11:20:00,20.501,20.518,20.474,20.493,173880
2019-01-02 11:21:00,20.483,20.483,20.441,20.451,259920
2019-01-02 11:22:00,20.447,20.459,20.379,20.379,633315
2019-01-02 11:23:00,20.388,20.417,20.367,20.405,266760
2019-01-02 11:24:00,20.394,20.421,20.394,20.421,114120
2019-01-02 11:25:00,20.418,20.455,20.4,20.443,220425
2019-01-02 11:26:00,20.449,20.484,20.44,20.44,148995
2019-01-02 11:27:00,20.441,20.449,20.415,20.433,255390
2019-01-02 11:28:00,20.429,20.455,20.429,20.444,210435
2019-01-02 11:29:00,20.444,20.494,20.442,20.483,274950
2019-01-02 11:30:00,20.487,20.529,20.48,20.519,349200
2019-01-02 11:31:00,20.516,20.533,20.507,20.533,304410
2019-01-02 11:32:00,20.533,20.566,20.533,20.55,367710
2019-01-02 11:33:00,20.546,20.551,20.482,20.493,352230
2019-01-02 11:34:00,20.493,20.499,20.467,20.488,327915
2019-01-02 11:35:00,20.492,20.522,20.478,20.508,190980
2019-01-02 11:36:00,20.515,20.697,20.509,20.691,1398615
2019-01-02 11:37:00,20.691,20.691,20.636,20.657,432495
2019-01-02 11:38:00,20.652,20.655,20.581,20.588,300015
2019-01-02 11:39:00,20.583,20.625,20.583,20.593,292440
2019-01-02 11:40:00,20.6,20.667,20.589,20.647,244155
2019-01-02 11:41:00,20.655,20.709,20.655,20.693,436005
2019-01-02 11:42:00,20.7,20.826,20.7,20.814,1036965
2019-01-02 11:43:00,20.813,20.857,20.798,20.849,681000
2019-01-02 11:44:00,20.843,20.857,20.8,20.803,830730
2019-01-02 11:45:00,20.807,20.81,20.756,20.774,699765
2019-01-02 11:46:00,20.787,20.813,20.756,20.788,286245
2019-01-02 11:47:00,20.785,20.799,20.768,20.787,328800
2019-01-02 11:48:00,20.781,20.792,20.769,20.781,191055
2019-01-02 11:49:00,20.784,20.845,20.781,20.836,387795
2019-01-02 11:50:00,20.837,20.837,20.701,20.712,470745
2019-01-02 11:51:00,20.708,20.785,20.701,20.769,451020
2019-01-02 11:52:00,20.761,20.78,20.72,20.72,168195
2019-01-02 11:53:00,20.727,20.76,20.717,20.753,205125
2019-01-02 11:54:00,20.739,20.739,20.693,20.706,265395
2019-01-02 11:55:00,20.711,20.721,20.692,20.695,165450
2019-01-02 11:56:00,20.704,20.704,20.675,20.675,211290
2019-01-02 11:57:00,20.677,20.702,20.667,20.682,438015
2019-01-02 11:58:00,20.683,20.699,20.609,20.609,267900
2019-01-02 11:59:00,20.602,20.629,20.517,20.553,1285395
2019-01-02 12:00:00,20.545,20.584,20.542,20.551,471345
2019-01-02 12:01:00,20.544,20.545,20.517,20.542,277380
2019-01-02 12:02:00,20.546,20.595,20.538,20.574,189735
2019-01-02 12:03:00,20.575,20.617,20.56,20.57,216150
2019-01-02 12:04:00,20.569,20.578,20.543,20.56,305880
2019-01-02 12:05:00,20.56,20.615,20.56,20.606,200295
2019-01-02 12:06:00,20.597,20.651,20.597,20.61,270015
2019-01-02 12:07:00,20.609,20.629,20.589,20.619,115125
2019-01-02 12:08:00,20.617,20.64,20.608,20.622,120990
2019-01-02 12:09:00,20.623,20.641,20.608,20.641,107355
2019-01-02 12:10:00,20.642,20.667,20.623,20.623,188700
2019-01-02 12:11:00,20.626,20.648,20.617,20.617,173130
2019-01-02 12:12:00,20.617,20.639,20.609,20.62,59715
2019-01-02 12:13:00,20.625,20.625,20.588,20.606,180975
2019-01-02 12:14:00,20.606,20.62,20.606,20.615,78195
2019-01-02 12:15:00,20.611,20.611,20.58,20.589,158505
2019-01-02 12:16:00,20.589,20.599,20.563,20.583,327300
2019-01-02 12:17:00,20.583,20.6,20.576,20.58,109530
2019-01-02 12:18:00,20.58,20.583,20.545,20.545,177450
2019-01-02 12:19:00,20.545,20.562,20.543,20.544,165045
2019-01-02 12:20:00,20.549,20.563,20.54,20.561,72315
2019-01-02 12:21:00,20.561,20.589,20.561,20.582,104280
2019-01-02 12:22:00,20.575,20.581,20.537,20.543,165795
2019-01-02 12:23:00,20.551,20.567,20.543,20.543,133590
2019-01-02 12:24:00,20.551,20.553,20.533,20.553,147135
2019-01-02 12:25:00,20.559,20.562,20.541,20.56,115800
2019-01-02 12:26:00,20.559,20.562,20.54,20.54,69840
2019-01-02 12:27:00,20.536,20.56,20.533,20.554,106860
2019-01-02 12:28:00,20.555,20.564,20.546,20.556,246360
2019-01-02 12:29:00,20.553,20.566,20.541,20.565,46365
2019-01-02 12:30:00,20.569,20.62,20.566,20.596,262425
2019-01-02 12:31:00,20.594,20.612,20.579,20.579,95115
2019-01-02 12:32:00,20.578,20.616,20.564,20.603,106620
2019-01-02 12:33:00,20.611,20.647,20.603,20.647,201330
2019-01-02 12:34:00,20.638,20.657,20.633,20.635,131340
2019-01-02 12:35:00,20.644,20.722,20.636,20.706,532125
2019-01-02 12:36:00,20.715,20.762,20.704,20.747,431415
2019-01-02 12:37:00,20.755,20.755,20.723,20.742,314760
2019-01-02 12:38:00,20.734,20.753,20.725,20.728,266295
2019-01-02 12:39:00,20.729,20.755,20.728,20.743,214155
2019-01-02 12:40:00,20.751,20.752,20.702,20.704,154890
2019-01-02 12:41:00,20.702,20.721,20.672,20.703,251910
2019-01-02 12:42:00,20.712,20.712,20.668,20.697,103875
2019-01-02 12:43:00,20.692,20.723,20.683,20.723,70245
2019-01-02 12:44:00,20.713,20.716,20.689,20.703,78645
2019-01-02 12:45:00,20.705,20.72,20.687,20.697,84075
2019-01-02 12:46:00,20.704,20.709,20.673,20.683,127515
2019-01-02 12:47:00,20.682,20.688,20.652,20.661,194535
2019-01-02 12:48:00,20.666,20.671,20.621,20.621,134055
2019-01-02 12:49:00,20.624,20.641,20.607,20.641,110130
2019-01-02 12:50:00,20.643,20.659,20.642,20.65,46500
2019-01-02 12:51:00,20.658,20.66,20.645,20.645,66390
2019-01-02 12:52:00,20.651,20.694,20.651,20.684,116625
2019-01-02 12:53:00,20.678,20.681,20.645,20.66,92130
2019-01-02 12:54:00,20.661,20.665,20.642,20.642,42315
2019-01-02 12:55:00,20.646,20.653,20.63,20.639,131565
2019-01-02 12:56:00,20.641,20.69,20.633,20.674,110145
2019-01-02 12:57:00,20.68,20.717,20.68,20.707,179940
2019-01-02 12:58:00,20.71,20.713,20.667,20.671,167955
2019-01-02 12:59:00,20.675,20.676,20.639,20.662,189165
2019-01-02 13:00:00,20.671,20.673,20.639,20.644,190125
2019-01-02 13:01:00,20.644,20.7,20.644,20.686,89175
2019-01-02 13:02:00,20.691,20.691,20.657,20.668,59880
2019-01-02 13:03:00,20.657,20.673,20.655,20.668,82650
2019-01-02 13:04:00,20.673,20.688,20.673,20.683,57510
2019-01-02 13:05:00,20.683,20.729,20.677,20.725,290460
2019-01-02 13:06:00,20.724,20.731,20.697,20.708,183180
2019-01-02 13:07:00,20.705,20.713,20.678,20.708,133290
2019-01-02 13:08:00,20.706,20.732,20.701,20.701,107295
2019-01-02 13:09:00,20.711,20.725,20.703,20.724,73965
2019-01-02 13:10:00,20.72,20.727,20.684,20.693,93150
2019-01-02 13:11:00,20.698,20.702,20.67,20.69,199155
2019-01-02 13:12:00,20.679,20.687,20.651,20.652,167400
2019-01-02 13:13:00,20.652,20.663,20.643,20.663,121155
2019-01-02 13:14:00,20.667,20.681,20.662,20.673,47490
2019-01-02 13:15:00,20.677,20.677,20.646,20.663,138045
2019-01-02 13:16:00,20.671,20.687,20.667,20.667,73035
2019-01-02 13:17:00,20.667,20.683,20.634,20.635,123180
2019-01-02 13:18:00,20.642,20.679,20.642,20.67,93900
2019-01-02 13:19:00,20.681,20.713,20.667,20.709,109605
2019-01-02 13:20:00,20.709,20.709,20.687,20.706,73050
2019-01-02 13:21:00,20.699,20.707,20.679,20.682,161235
2019-01-02 13:22:00,20.683,20.705,20.673,20.697,51765
2019-01-02 13:23:00,20.696,20.714,20.692,20.699,79350
2019-01-02 13:24:00,20.699,20.699,20.673,20.689,111675
2019-01-02 13:25:00,20.689,20.689,20.669,20.669,40185
2019-01-02 13:26:00,20.667,20.707,20.667,20.706,79635
2019-01-02 13:27:00,20.707,20.733,20.707,20.727,250875
2019-01-02 13:28:00,20.72,20.753,20.72,20.753,195255
2019-01-02 13:29:00,20.747,20.75,20.694,20.694,177465
2019-01-02 13:30:00,20.692,20.737,20.692,20.737,106290
2019-01-02 13:31:00,20.733,20.737,20.71,20.72,110850
2019-01-02 13:32:00,20.723,20.738,20.71,20.738,175785
2019-01-02 13:33:00,20.727,20.749,20.718,20.735,129150
2019-01-02 13:34:00,20.736,20.738,20.715,20.728,70500
2019-01-02 13:35:00,20.732,20.751,20.719,20.72,330165
2019-01-02 13:36:00,20.72,20.733,20.685,20.685,204135
2019-01-02 13:37:00,20.685,20.692,20.679,20.692,93510
2019-01-02 13:38:00,20.699,20.699,20.685,20.692,37500
2019-01-02 13:39:00,20.697,20.716,20.693,20.71,53385
2019-01-02 13:40:00,20.711,20.712,20.679,20.694,90330
2019-01-02 13:41:00,20.697,20.703,20.681,20.685,93450
2019-01-02 13:42:00,20.699,20.7,20.69,20.696,141270
2019-01-02 13:43:00,20.694,20.707,20.687,20.696,144810
2019-01-02 13:44:00,20.701,20.709,20.688,20.708,35040
2019-01-02 13:45:00,20.707,20.757,20.697,20.74,195585
2019-01-02 13:46:00,20.744,20.759,20.72,20.737,207465
2019-01-02 13:47:00,20.74,20.771,20.739,20.754,338535
2019-01-02 13:48:00,20.753,20.827,20.753,20.799,1041915
2019-01-02 13:49:00,20.792,20.793,20.737,20.737,161010
2019-01-02 13:50:00,20.737,20.749,20.713,20.723,255930
2019-01-02 13:51:00,20.718,20.736,20.715,20.728,115785
2019-01-02 13:52:00,20.732,20.741,20.724,20.733,86790
2019-01-02 13:53:00,20.737,20.737,20.726,20.729,56355
2019-01-02 13:54:00,20.725,20.725,20.7,20.7,279750
2019-01-02 13:55:00,20.7,20.713,20.694,20.709,142245
2019-01-02 13:56:00,20.719,20.729,20.703,20.723,95460
2019-01-02 13:57:00,20.714,20.741,20.714,20.729,131175
2019-01-02 13:58:00,20.723,20.723,20.687,20.693,207105
2019-01-02 13:59:00,20.706,20.706,20.685,20.698,78180
2019-01-02 14:00:00,20.703,20.713,20.681,20.711,299310
2019-01-02 14:01:00,20.709,20.72,20.68,20.694,163410
2019-01-02 14:02:00,20.693,20.727,20.683,20.727,204495
2019-01-02 14:03:00,20.718,20.748,20.718,20.743,161910
2019-01-02 14:04:00,20.744,20.744,20.713,20.739,131655
2019-01-02 14:05:00,20.73,20.74,20.722,20.729,65910
2019-01-02 14:06:00,20.73,20.74,20.721,20.736,121365
2019-01-02 14:07:00,20.734,20.746,20.687,20.689,198750
2019-01-02 14:08:00,20.695,20.706,20.651,20.66,432240
2019-01-02 14:09:00,20.66,20.673,20.65,20.673,237645
2019-01-02 14:10:00,20.673,20.697,20.673,20.693,166365
2019-01-02 14:11:00,20.687,20.7,20.673,20.687,91920
2019-01-02 14:12:00,20.687,20.705,20.672,20.69,172980
2019-01-02 14:13:00,20.695,20.742,20.695,20.712,198300
2019-01-02 14:14:00,20.709,20.73,20.699,20.721,196635
2019-01-02 14:15:00,20.72,20.722,20.698,20.708,139500
2019-01-02 14:16:00,20.707,20.741,20.706,20.739,154485
2019-01-02 14:17:00,20.739,20.741,20.72,20.732,126075
2019-01-02 14:18:00,20.737,20.745,20.727,20.739,137055
2019-01-02 14:19:00,20.727,20.75,20.72,20.743,171525
2019-01-02 14:20:00,20.744,20.781,20.739,20.777,245670
2019-01-02 14:21:00,20.788,20.789,20.757,20.785,131265
2019-01-02 14:22:00,20.781,20.853,20.765,20.839,636345
2019-01-02 14:23:00,20.845,20.937,20.825,20.931,826830
2019-01-02 14:24:00,20.928,20.928,20.876,20.913,419595
2019-01-02 14:25:00,20.919,21.009,20.909,20.953,813930
2019-01-02 14:26:00,20.955,21.0,20.953,20.964,293565
2019-01-02 14:27:00,20.964,20.974,20.888,20.896,698715
2019-01-02 14:28:00,20.892,20.911,20.863,20.866,212250
2019-01-02 14:29:00,20.87,20.891,20.86,20.891,214785
2019-01-02 14:30:00,20.893,20.9,20.873,20.88,98565
2019-01-02 14:31:00,20.893,20.956,20.888,20.935,307680
2019-01-02 14:32:00,20.933,20.936,20.901,20.91,131190
2019-01-02 14:33:00,20.904,20.924,20.882,20.924,114345
2019-01-02 14:34:00,20.914,20.931,20.91,20.91,82440
2019-01-02 14:35:00,20.912,20.919,20.896,20.905,84510
2019-01-02 14:36:00,20.899,20.93,20.893,20.922,116370
2019-01-02 14:37:00,20.923,20.957,20.913,20.93,343560
2019-01-02 14:38:00,20.925,20.94,20.913,20.933,167850
2019-01-02 14:39:00,20.928,20.928,20.873,20.885,146340
2019-01-02 14:40:00,20.891,20.919,20.891,20.903,113595
2019-01-02 14:41:00,20.901,20.901,20.833,20.833,277335
2019-01-02 14:42:00,20.836,20.836,20.769,20.775,407250
